Ilan no,il,Emlak Tipi,m² (Brüt),m² (Net),Oda Sayısı,Bina Yaşı,Bulunduğu Kat,Kat Sayısı,Isıtma turu,Banyo Sayısı,Balkon sayisi,Asansör,Otopark,Site İçerisinde,Aidat (TL),Krediye Uygun,fiyat
1009702,İstanbul,Dükkan,187,132,0,25,5,14,Doğalgaz (Kombi),2,1,False,True,False,106,True,3573639
1006538,Ankara,Daire,178,145,3,19,7,8,Soba,1,1,False,False,True,100,True,1721593
1010485,Diyarbakır,Daire,114,93,2,2,0,6,Doğalgaz (Kombi),2,2,True,False,False,34,True,510910
1003211,Bursa,Dükkan,82,65,0,20,2,3,Soba,1,1,True,False,False,106,False,837173
1003630,İstanbul,Daire,229,165,2,20,8,18,Doğalgaz (Kombi),2,0,False,False,False,17,True,3801495
1001708,İstanbul,Daire,75,63,3,20,4,6,Merkezi,1,1,False,True,False,109,True,1306336
1012364,İstanbul,Daire,234,206,2,25,0,2,Doğalgaz (Kombi),1,0,False,False,True,234,True,5439801
1008458,Bursa,Daire,230,182,3,25,0,2,Doğalgaz (Kombi),1,0,False,False,False,112,True,1694593
1001140,Bursa,Daire,201,159,3,5,1,3,Doğalgaz (Kombi),1,1,True,False,False,106,True,1114645
1003162,Gaziantep,Daire,44,36,2,24,1,2,Merkezi,2,1,False,True,False,0,True,175138
1006207,İstanbul,Arsa,1338,1338,0,28,7,8,Klima,2,1,False,True,False,12,True,20534992
1012619,Adana,Daire,63,45,4,28,3,7,Doğalgaz (Kombi),1,1,True,True,False,170,True,487914
1003730,İstanbul,Daire,114,94,2,54,2,9,Merkezi,1,0,True,False,False,0,True,2409253
1010101,İzmir,Daire,248,175,4,22,10,18,Doğalgaz (Kombi),1,2,True,True,False,0,True,3112135
1011574,İstanbul,Daire,69,63,3,57,15,16,Klima,2,0,True,False,False,0,True,1730031
1002660,İstanbul,Daire,88,73,3,53,1,5,Yerden Isıtma,1,1,False,True,True,262,True,2970640
1008848,Samsun,Daire,238,178,3,43,14,15,Merkezi,2,1,True,False,True,450,True,964774
1001307,Mersin,Daire,115,85,2,39,0,10,Merkezi,1,0,True,True,False,96,True,549914
1002567,Ankara,Daire,87,68,3,28,14,15,Doğalgaz (Kombi),2,1,True,False,False,0,True,744053
1009190,Ankara,Daire,107,90,2,70,5,17,Doğalgaz (Kombi),1,0,False,True,False,100,False,1163114
1002834,İzmir,Daire,45,41,1,14,3,9,Soba,3,1,True,False,False,87,True,582270
1014358,Mersin,Daire,54,45,1,29,2,12,Doğalgaz (Kombi),1,1,True,False,False,59,True,231167
1009429,İstanbul,Daire,72,59,3,64,1,3,Doğalgaz (Kombi),1,2,False,True,False,0,True,1797421
1002151,Samsun,Daire,79,72,1,19,1,2,Doğalgaz (Kombi),2,1,False,True,False,123,True,371493
1011683,Antalya,Daire,246,199,1,9,9,13,Doğalgaz (Kombi),3,1,True,False,False,83,True,2200897
1003835,Ankara,Daire,106,90,3,35,1,3,Merkezi,1,0,False,False,False,106,True,985623
1014542,Mersin,Daire,152,134,1,54,2,4,Merkezi,2,1,True,False,False,0,True,862759
1011478,Malatya,Daire,67,52,2,14,2,7,Merkezi,2,0,True,False,False,77,True,235636
1012311,Adana,Daire,167,137,1,9,7,11,Soba,1,2,True,True,True,315,False,948493
1010378,Gaziantep,Villa,501,354,5,47,4,7,Doğalgaz (Kombi),3,1,True,False,False,0,True,4135180
1009326,Adana,Daire,85,69,2,50,6,7,Yerden Isıtma,2,0,False,True,False,165,True,506903
1005004,Antalya,Daire,150,118,5,26,11,15,Merkezi,2,0,True,False,True,100,True,1481065
1006626,İstanbul,Daire,86,65,3,42,2,3,Doğalgaz (Kombi),1,0,False,False,False,0,True,2095072
1009495,Ankara,Daire,131,93,3,6,9,10,Merkezi,1,1,True,False,True,308,True,1651246
1001627,Samsun,Daire,46,33,1,4,10,12,Doğalgaz (Kombi),2,1,True,False,False,64,True,161413
1014485,Trabzon,Arsa,978,978,0,40,2,9,Isıtma Yok,2,1,False,False,False,7,False,1396621
1009714,Bursa,Dükkan,55,40,0,10,6,17,Soba,2,2,False,False,False,70,True,430321
1014713,Ankara,Daire,83,72,1,27,6,12,Soba,1,1,True,True,False,136,True,563141
1000358,Ankara,Dükkan,237,204,0,52,3,6,Doğalgaz (Kombi),1,1,False,True,False,0,False,3235248
1000138,İstanbul,Dükkan,284,208,0,25,11,18,Klima,1,1,False,False,False,217,False,5168558
1008491,Ankara,Daire,109,99,2,15,7,8,Doğalgaz (Kombi),1,0,True,False,False,83,True,1096969
1009748,İstanbul,Daire,44,34,3,62,2,14,Yerden Isıtma,1,1,True,False,False,0,True,993406
1000382,İstanbul,Daire,97,80,3,44,13,14,Soba,1,1,True,False,True,181,True,2053451
1014993,İzmir,Dükkan,196,156,0,29,1,10,Doğalgaz (Kombi),1,1,False,False,False,60,True,3260125
1004857,İstanbul,Daire,212,166,3,5,3,7,Isıtma Yok,1,1,False,False,True,306,True,4634810
1013950,İstanbul,Daire,104,87,3,10,1,8,Merkezi,1,1,True,True,True,114,True,1977335
1001439,Eskişehir,Daire,194,152,4,22,10,15,Doğalgaz (Kombi),1,0,True,True,False,7,True,1236638
1009569,İzmir,Ofis,355,322,1,45,1,1,Doğalgaz (Kombi),1,0,True,False,False,194,True,4387916
1000946,Kayseri,Daire,152,138,3,57,3,7,Merkezi,2,2,True,True,False,0,True,601774
1012420,Mersin,Arsa,1945,1945,0,26,4,10,Doğalgaz (Kombi),2,1,False,False,False,121,False,5006298
1005498,Konya,Daire,157,120,2,18,3,5,Klima,1,2,True,True,False,3,True,981163
1004916,Adana,Daire,216,153,2,50,0,2,Merkezi,2,3,False,True,False,136,True,1266525
1008556,Kayseri,Dükkan,139,118,0,46,12,15,Doğalgaz (Kombi),1,1,False,False,False,0,False,702275
1010913,İstanbul,Daire,130,101,4,0,5,12,Soba,1,1,True,False,False,88,True,1933511
1001932,İstanbul,Daire,78,64,3,32,2,3,Klima,3,0,False,True,True,135,False,1474073
1002352,Ankara,Daire,150,106,5,32,9,16,Doğalgaz (Kombi),3,1,True,False,False,80,True,1287655
1003236,Adana,Daire,38,32,3,34,1,1,Doğalgaz (Kombi),2,1,False,True,False,124,True,232198
1009493,İstanbul,Daire,218,196,4,56,6,7,Soba,2,2,True,False,True,299,False,5427615
1012736,İstanbul,Daire,177,135,1,18,6,14,Doğalgaz (Kombi),3,0,True,False,False,0,True,3527918
1003807,İzmir,Daire,147,104,3,16,0,13,Doğalgaz (Kombi),1,1,True,False,False,193,True,2005206
1013811,Eskişehir,Daire,115,106,1,9,5,18,Doğalgaz (Kombi),1,2,True,False,False,41,False,722420
1001936,Ankara,Ofis,230,186,3,14,3,10,Doğalgaz (Kombi),1,2,True,True,True,28,False,2285137
1014729,Ankara,Daire,60,48,3,29,3,8,Isıtma Yok,2,3,False,False,True,100,True,728129
1004154,Bursa,Daire,44,39,1,0,2,6,Doğalgaz (Kombi),1,1,True,False,True,100,True,300852
1008988,İstanbul,Daire,78,70,4,43,1,15,Doğalgaz (Kombi),2,1,True,False,False,46,True,1808367
1002416,Samsun,Daire,55,42,3,10,1,7,Merkezi,1,3,True,False,False,0,True,239824
1011460,İzmir,Daire,235,216,4,4,1,18,Doğalgaz (Kombi),2,1,True,False,True,544,True,2551515
1006139,Antalya,Daire,152,108,1,68,5,10,Doğalgaz (Kombi),2,1,True,True,False,40,True,1059760
1000785,Antalya,Dükkan,135,100,0,48,2,15,Soba,2,1,False,False,False,103,True,1601713
1006789,İzmir,Daire,95,79,3,12,1,5,Doğalgaz (Kombi),1,1,True,False,False,110,True,1711187
1008036,İstanbul,Arsa,1336,1336,0,0,5,10,Soba,1,0,True,False,False,0,False,9687237
1008315,Ankara,Daire,73,61,5,18,2,3,Doğalgaz (Kombi),2,0,False,False,False,21,True,595288
1014203,Kayseri,Daire,219,199,1,61,0,5,Doğalgaz (Kombi),1,1,False,True,False,9,True,907174
1005668,Ankara,Dükkan,79,57,0,14,6,10,Doğalgaz (Kombi),3,1,False,False,False,130,False,570094
1002172,Kayseri,Arsa,601,601,0,15,5,13,Doğalgaz (Kombi),1,2,False,True,True,82,False,1268040
1002169,Ankara,Daire,134,116,1,5,3,13,Isıtma Yok,2,0,False,False,False,0,True,990100
1006628,İstanbul,Daire,122,98,2,3,3,5,Doğalgaz (Kombi),2,1,True,True,True,428,True,2875720
1004009,İstanbul,Daire,44,36,3,4,7,8,Doğalgaz (Kombi),3,1,True,True,False,21,True,642103
1004340,Samsun,Daire,185,145,2,19,10,12,Doğalgaz (Kombi),1,1,True,False,True,240,True,604869
1000910,Ankara,Daire,90,68,3,29,2,13,Merkezi,1,2,True,False,False,230,True,822851
1006268,Malatya,Daire,170,141,1,39,7,9,Klima,1,2,False,False,False,62,False,541060
1002309,Trabzon,Daire,175,149,2,19,4,7,Doğalgaz (Kombi),1,1,True,False,False,89,True,558135
1010033,İzmir,Daire,93,67,4,22,2,5,Doğalgaz (Kombi),1,1,True,True,False,0,True,977733
1009449,Antalya,Daire,72,55,1,37,6,16,Merkezi,3,2,True,True,False,74,True,701153
1006591,Bursa,Daire,44,39,3,2,7,10,Merkezi,1,0,True,True,False,1,True,376203
1004458,İstanbul,Dükkan,250,214,0,1,8,9,Doğalgaz (Kombi),1,3,True,False,False,163,False,6817648
1007597,Bursa,Daire,243,207,5,55,10,17,Doğalgaz (Kombi),1,1,True,True,False,0,True,1550157
1009370,İzmir,Daire,47,38,2,11,0,3,Doğalgaz (Kombi),2,1,False,False,True,100,True,728486
1011512,Ankara,Daire,212,191,4,9,4,8,Isıtma Yok,3,1,True,False,False,39,True,2371415
1014008,Gaziantep,Dükkan,283,208,0,35,6,11,Merkezi,2,0,True,False,False,29,False,1101130
1004652,Malatya,Ofis,288,203,1,32,11,13,Merkezi,3,0,True,True,False,44,True,881089
1006218,İzmir,Daire,136,108,3,62,4,12,Soba,1,1,True,False,False,111,True,1741809
1000442,İstanbul,Daire,61,44,2,38,5,13,Merkezi,3,1,False,False,False,81,True,1287998
1003415,Konya,Daire,132,106,1,19,2,3,Merkezi,2,0,True,False,True,100,True,833410
1009591,İstanbul,Daire,138,107,2,27,2,8,Merkezi,2,3,True,False,False,104,True,2697850
1013117,Adana,Daire,144,130,5,13,1,6,Klima,1,0,False,True,False,36,True,1137151
1011477,İstanbul,Daire,47,34,2,17,2,11,Doğalgaz (Kombi),2,1,True,True,True,100,True,915028
1009649,Ankara,Dükkan,148,131,0,7,5,9,Doğalgaz (Kombi),3,1,True,False,False,7,False,910591
1014343,İzmir,Daire,144,112,3,29,1,1,Doğalgaz (Kombi),1,1,False,False,True,424,True,1352448
1005744,Ankara,Daire,188,152,2,38,3,5,Doğalgaz (Kombi),3,0,True,False,False,1,True,1965273
1001054,Adana,Daire,66,57,3,20,0,2,Isıtma Yok,1,1,False,True,True,186,True,334477
1013084,Antalya,Ofis,174,123,1,34,1,2,Doğalgaz (Kombi),2,0,True,False,False,59,True,1130552
1003699,Gaziantep,Daire,198,168,4,32,1,10,Doğalgaz (Kombi),2,1,True,False,False,138,True,1350742
1000929,Konya,Daire,196,166,3,18,1,14,Doğalgaz (Kombi),1,1,True,False,False,155,True,1074004
1006468,İstanbul,Daire,214,185,3,25,4,6,Merkezi,1,1,True,True,False,71,True,6298732
1008767,Ankara,Daire,192,167,3,29,15,16,Merkezi,1,3,False,False,False,108,True,1697259
1001829,İstanbul,Daire,148,129,3,10,0,2,Doğalgaz (Kombi),1,1,True,False,False,158,True,2856967
1013757,Antalya,Daire,180,160,3,53,1,2,Merkezi,1,0,True,False,True,215,True,1639935
1011583,İstanbul,Daire,144,131,2,30,10,11,Klima,3,1,True,True,False,0,True,3414516
1012192,İstanbul,Daire,157,138,3,39,1,6,Doğalgaz (Kombi),1,1,True,True,True,100,False,2938554
1002011,Antalya,Daire,71,58,4,20,0,2,Merkezi,1,2,True,False,True,100,False,451130
1000913,Bursa,Daire,116,102,2,4,2,7,Doğalgaz (Kombi),3,1,True,True,True,487,True,779336
1007611,Ankara,Dükkan,150,129,0,12,2,9,Klima,1,0,True,True,True,58,False,1501105
1012334,Ankara,Daire,193,141,1,20,1,2,Soba,2,1,True,True,True,506,True,1596606
1011538,Bursa,Daire,140,103,3,1,1,2,Merkezi,1,1,False,True,False,166,True,1094063
1002606,Konya,Daire,50,41,1,18,8,9,Doğalgaz (Kombi),1,2,True,True,False,110,True,302140
1004928,İzmir,Daire,247,201,2,8,0,15,Doğalgaz (Kombi),2,1,True,False,False,121,True,4466738
1009783,Gaziantep,Daire,209,153,3,3,1,1,Doğalgaz (Kombi),1,1,False,False,False,0,True,950386
1006564,Eskişehir,Dükkan,206,167,0,33,9,12,Soba,2,3,True,False,False,0,True,821586
1012195,Samsun,Dükkan,86,65,0,76,5,14,Doğalgaz (Kombi),2,0,True,False,False,53,True,387377
1000006,Samsun,Daire,123,107,2,3,5,6,Soba,2,1,True,False,True,407,True,426680
1007835,Bursa,Daire,189,141,2,16,1,11,Doğalgaz (Kombi),3,0,True,False,False,122,True,1408939
1006583,İstanbul,Daire,115,100,2,10,7,16,Merkezi,1,1,True,False,True,238,True,2355529
1003361,Bursa,Daire,145,127,4,47,3,14,Doğalgaz (Kombi),3,1,True,False,False,149,True,1226110
1010135,Ankara,Daire,37,33,3,11,3,12,Isıtma Yok,1,1,True,True,True,100,True,482842
1011678,İzmir,Daire,93,83,5,43,3,4,Doğalgaz (Kombi),2,2,True,False,False,0,True,1048807
1001635,İstanbul,Daire,218,188,3,19,11,13,Klima,1,1,True,False,False,147,True,5992189
1001141,İstanbul,Daire,149,121,3,2,5,9,Doğalgaz (Kombi),2,2,True,True,True,442,True,3058446
1013091,Antalya,Daire,44,35,2,50,6,8,Doğalgaz (Kombi),1,1,True,False,False,0,True,296294
1000359,Diyarbakır,Dükkan,164,143,0,32,8,10,Isıtma Yok,2,1,False,True,False,18,False,680978
1002070,Ankara,Daire,82,71,2,0,7,18,Doğalgaz (Kombi),3,1,True,False,False,0,True,1054380
1003134,İzmir,Dükkan,88,65,0,17,6,15,Doğalgaz (Kombi),2,3,False,False,False,9,False,1304493
1005160,İstanbul,Daire,99,86,3,31,1,4,Doğalgaz (Kombi),2,1,False,False,False,0,True,2920209
1006990,Ankara,Dükkan,177,125,0,14,10,12,Merkezi,1,1,False,False,False,0,False,2128000
1003243,İstanbul,Arsa,1379,1379,0,7,2,6,Klima,1,0,False,True,False,191,False,7850793
1002242,Antalya,Daire,67,53,3,0,0,3,Soba,1,1,False,True,False,52,True,729390
1001474,İstanbul,Daire,98,85,2,38,4,12,Merkezi,1,1,True,True,False,0,True,2374773
1012878,İzmir,Daire,82,60,4,26,6,7,Soba,1,1,True,True,False,0,True,899477
1010081,İstanbul,Daire,239,169,2,47,8,18,Doğalgaz (Kombi),1,1,True,False,False,4,True,6926416
1003259,Ankara,Ofis,172,157,2,19,4,5,Klima,1,1,True,False,False,119,False,1739620
1010213,Kayseri,Ofis,184,145,3,20,1,2,Isıtma Yok,1,1,False,True,False,96,True,791623
1004020,Samsun,Daire,124,113,4,42,8,9,Klima,1,2,True,False,False,26,True,632593
1013253,Konya,Dükkan,253,186,0,60,4,6,Doğalgaz (Kombi),2,1,False,True,False,0,True,1236814
1008566,Mersin,Daire,202,149,2,20,4,16,Doğalgaz (Kombi),3,1,False,True,False,40,True,1391596
1003500,İstanbul,Daire,163,135,3,46,1,3,Klima,1,1,True,False,True,100,True,3740870
1002658,Adana,Daire,50,42,2,17,7,9,Merkezi,2,2,True,False,True,100,True,345412
1012670,Antalya,Arsa,1511,1511,0,54,13,16,Merkezi,1,1,True,True,False,161,False,8614343
1001130,Bursa,Daire,219,168,4,32,3,6,Merkezi,1,1,True,False,False,108,True,1111084
1013786,Samsun,Daire,222,201,3,42,4,16,Doğalgaz (Kombi),1,0,True,False,True,568,True,1186785
1001819,İstanbul,Daire,206,152,2,3,6,10,Doğalgaz (Kombi),1,1,True,True,True,528,True,4985450
1007461,Ankara,Daire,47,43,2,25,0,3,Doğalgaz (Kombi),1,1,True,False,True,189,True,470796
1011748,Trabzon,Daire,76,62,2,69,7,9,Klima,1,1,True,False,True,100,True,260380
1011708,İzmir,Daire,199,179,2,46,3,6,Soba,2,1,False,True,False,0,True,2710001
1012231,İstanbul,Daire,160,134,2,44,10,14,Soba,1,2,True,False,False,103,True,4945034
1007064,İstanbul,Ofis,237,167,1,26,5,12,Doğalgaz (Kombi),1,1,True,False,False,0,False,5586487
1004318,Eskişehir,Ofis,123,98,0,24,0,6,Merkezi,1,1,True,False,False,34,False,521176
1009342,Bursa,Daire,48,41,3,6,1,10,Yerden Isıtma,3,1,True,False,False,59,True,321510
1004669,İstanbul,Arsa,293,293,0,21,12,17,Doğalgaz (Kombi),2,0,False,False,False,112,False,3766257
1009428,İzmir,Daire,212,177,3,19,4,8,Doğalgaz (Kombi),1,0,True,False,True,350,True,3448429
1005476,İstanbul,Villa,271,228,4,37,4,14,Doğalgaz (Kombi),1,1,True,False,False,79,True,10358756
1014756,İzmir,Daire,100,88,3,9,1,1,Merkezi,1,1,False,False,True,230,True,2143732
1013161,İzmir,Daire,168,145,2,61,12,17,Doğalgaz (Kombi),1,1,False,False,False,37,True,2153867
1001856,Bursa,Daire,242,212,2,67,2,5,Doğalgaz (Kombi),2,1,True,False,False,95,True,2417940
1002282,İstanbul,Dükkan,152,111,0,64,0,9,Doğalgaz (Kombi),1,2,False,True,False,78,False,2351573
1014159,Mersin,Daire,43,31,2,5,1,4,Soba,1,1,True,False,False,0,True,236422
1004008,Gaziantep,Daire,73,58,4,16,4,6,Doğalgaz (Kombi),3,0,False,False,True,209,True,387003
1006401,İstanbul,Arsa,512,512,0,34,4,6,Soba,1,1,True,True,False,20,False,8208092
1014891,Ankara,Villa,616,506,5,13,5,16,Doğalgaz (Kombi),3,0,True,False,True,1181,True,6291292
1014752,İzmir,Daire,113,89,1,1,6,9,Doğalgaz (Kombi),2,1,True,True,True,279,True,1414349
1000386,Malatya,Daire,81,62,2,20,7,16,Merkezi,2,2,True,False,False,211,True,292601
1001628,Bursa,Daire,241,175,1,2,7,8,Merkezi,1,1,False,False,True,788,True,2552018
1010906,Ankara,Dükkan,33,30,0,3,2,4,Merkezi,1,0,False,False,False,80,True,418774
1011461,Bursa,Daire,45,37,3,27,1,1,Merkezi,1,1,False,False,True,231,True,396723
1012630,Konya,Daire,176,131,2,8,3,8,Doğalgaz (Kombi),1,0,False,False,True,434,True,676471
1013994,Adana,Villa,610,539,3,42,15,17,Klima,1,2,False,False,True,696,True,6694939
1007718,İstanbul,Daire,128,112,4,10,0,11,Doğalgaz (Kombi),2,1,True,False,False,159,True,2866506
1011505,İstanbul,Daire,112,87,3,70,5,8,Doğalgaz (Kombi),2,0,True,True,False,171,True,3764643
1014954,İstanbul,Ofis,214,182,1,38,2,6,Doğalgaz (Kombi),1,1,True,False,False,0,True,5067876
1009101,İzmir,Daire,112,102,3,4,5,9,Doğalgaz (Kombi),2,1,True,True,False,106,True,1805301
1013300,İzmir,Daire,176,152,4,17,2,18,Klima,2,1,True,False,False,44,True,2356932
1010058,Ankara,Daire,244,182,3,47,3,4,Merkezi,2,2,False,True,False,162,True,2478826
1001842,Adana,Daire,231,189,2,18,2,3,Merkezi,2,0,True,True,False,0,True,815732
1002497,Malatya,Ofis,152,130,1,50,2,4,Merkezi,1,1,False,False,False,0,True,521548
1000201,İstanbul,Daire,213,162,4,74,8,11,Klima,1,2,False,True,False,0,False,4459912
1012032,Eskişehir,Daire,247,219,2,61,3,6,Doğalgaz (Kombi),2,0,True,True,False,0,True,1161516
1003868,İstanbul,Daire,63,56,1,10,0,17,Merkezi,1,0,True,True,True,289,False,1421146
1005054,Ankara,Arsa,929,929,0,35,0,10,Soba,1,1,True,True,False,36,False,3945089
1005889,Antalya,Daire,118,95,4,42,8,17,Doğalgaz (Kombi),1,1,True,False,True,208,False,1176422
1002702,Kayseri,Daire,211,155,2,2,2,4,Soba,2,0,False,False,False,0,True,916398
1007922,Bursa,Daire,160,130,3,12,0,3,Isıtma Yok,1,1,False,True,False,0,True,1199932
1000331,Antalya,Daire,127,97,5,73,3,6,Klima,2,1,False,True,False,168,True,874515
1003808,Ankara,Daire,102,88,3,62,1,4,Doğalgaz (Kombi),1,0,False,False,False,65,True,917565
1000935,Antalya,Ofis,133,99,2,40,14,16,Yerden Isıtma,2,2,True,True,False,87,False,1191361
1010651,Ankara,Daire,228,179,3,16,1,2,Doğalgaz (Kombi),2,1,False,False,False,0,True,2436099
1001774,İstanbul,Daire,207,186,2,32,8,13,Klima,2,0,True,True,False,0,True,5159177
1013660,İstanbul,Arsa,853,853,0,36,8,14,Soba,1,1,False,False,False,0,False,10699230
1008611,İstanbul,Daire,166,152,5,54,1,3,Doğalgaz (Kombi),1,1,False,True,True,324,True,3852356
1010878,İstanbul,Daire,144,129,3,8,5,11,Yerden Isıtma,2,2,True,False,False,0,True,2987543
1013727,Bursa,Daire,103,78,3,47,5,13,Soba,1,0,True,False,False,144,True,696403
1000989,Ankara,Daire,249,221,1,2,8,11,Doğalgaz (Kombi),2,1,False,False,False,196,True,2718812
1005443,Gaziantep,Daire,62,46,2,38,7,10,Doğalgaz (Kombi),1,0,True,True,False,0,True,355338
1012494,İstanbul,Daire,122,98,2,12,5,17,Merkezi,2,2,True,True,False,54,True,2200153
1006993,İstanbul,Daire,213,178,1,39,3,4,Merkezi,2,0,False,False,True,290,True,4912446
1013741,Antalya,Daire,134,118,3,0,14,15,Doğalgaz (Kombi),2,1,True,False,True,504,True,1601620
1005806,Bursa,Daire,191,141,3,50,8,12,Doğalgaz (Kombi),1,2,True,False,True,231,True,1811955
1013110,Konya,Arsa,1557,1557,0,3,0,12,Doğalgaz (Kombi),1,1,False,False,False,0,False,5956566
1013058,Samsun,Daire,181,142,2,43,13,17,Merkezi,2,1,True,True,False,114,True,756904
1006574,Ankara,Ofis,99,84,0,80,8,9,Doğalgaz (Kombi),1,1,True,False,False,0,True,661971
1003052,Konya,Arsa,1574,1574,0,29,10,11,Klima,2,2,True,False,False,73,False,5024070
1012961,İstanbul,Arsa,805,805,0,5,6,13,Doğalgaz (Kombi),2,1,True,False,False,56,True,8773627
1008365,Samsun,Ofis,129,99,2,25,1,4,Merkezi,2,1,False,False,False,41,False,486004
1004615,Diyarbakır,Daire,66,48,2,13,8,13,Merkezi,1,1,True,True,False,0,True,224656
1003321,İstanbul,Daire,113,100,3,63,0,3,Merkezi,2,1,False,False,False,92,True,2647789
1014622,İstanbul,Daire,220,199,2,17,1,8,Doğalgaz (Kombi),1,0,False,True,True,244,True,5745945
1006246,Ankara,Daire,134,103,2,48,3,6,Soba,2,2,True,True,True,166,True,1775107
1006048,İstanbul,Daire,239,171,4,52,6,9,Doğalgaz (Kombi),2,0,True,False,True,415,True,5064397
1003311,İstanbul,Daire,109,88,3,68,2,10,Doğalgaz (Kombi),1,1,True,True,False,105,True,2070332
1012729,Adana,Daire,131,94,3,65,6,16,Doğalgaz (Kombi),2,1,True,False,False,6,True,571847
1011782,Samsun,Arsa,335,335,0,41,1,2,Yerden Isıtma,1,1,False,True,False,64,False,1671578
1014076,İstanbul,Daire,92,65,3,11,1,1,Soba,3,1,False,True,False,49,True,1464898
1011196,İstanbul,Daire,35,31,2,0,0,6,Doğalgaz (Kombi),3,1,True,False,True,149,False,772458
1008210,Adana,Daire,107,98,1,53,15,16,Doğalgaz (Kombi),1,0,True,True,False,62,True,451337
1003628,İzmir,Daire,181,159,3,42,7,10,Merkezi,1,1,True,False,True,497,True,2724921
1013298,Kayseri,Daire,205,186,4,25,4,16,Soba,1,2,True,True,False,100,False,667554
1010366,İstanbul,Daire,53,42,2,7,3,6,Doğalgaz (Kombi),2,1,True,False,False,123,True,1362791
1001356,Samsun,Dükkan,46,36,0,51,7,13,Doğalgaz (Kombi),2,1,True,False,False,57,True,164154
1005002,İstanbul,Daire,243,213,1,2,0,2,Klima,1,1,False,True,False,12,True,5570052
1011634,Adana,Daire,176,126,3,28,1,8,Soba,2,1,False,False,False,0,True,825962
1005823,Mersin,Villa,464,366,4,31,4,16,Klima,1,1,True,True,False,29,True,3763085
1014260,İstanbul,Dükkan,56,50,0,28,11,18,Merkezi,1,2,False,True,False,0,False,1162946
1005670,İstanbul,Daire,229,162,3,12,9,10,Doğalgaz (Kombi),1,1,True,True,False,21,True,4210685
1003112,İzmir,Daire,216,190,2,65,1,1,Doğalgaz (Kombi),1,1,False,True,True,155,True,2820104
1000182,İstanbul,Daire,225,194,3,47,5,9,Soba,1,1,True,False,True,228,True,5433434
1013292,Mersin,Villa,646,590,3,28,1,2,Doğalgaz (Kombi),1,1,False,True,True,1397,True,2850856
1010004,Bursa,Daire,44,33,3,27,3,5,Doğalgaz (Kombi),2,0,True,True,False,116,True,353289
1000855,İstanbul,Daire,110,78,2,6,5,7,Doğalgaz (Kombi),1,1,False,False,False,114,False,1830079
1012637,Mersin,Daire,53,41,3,3,3,4,Merkezi,1,2,False,True,False,110,False,177140
1004912,Eskişehir,Daire,244,209,4,37,1,6,Doğalgaz (Kombi),3,1,True,False,True,414,False,1372729
1012809,Bursa,Daire,235,213,4,31,3,9,Merkezi,2,1,True,True,False,43,True,2311470
1001800,İstanbul,Daire,189,150,1,3,9,16,Doğalgaz (Kombi),1,1,True,False,True,339,True,4486984
1013892,Antalya,Dükkan,149,107,0,14,5,17,Merkezi,3,2,False,True,False,18,False,1540189
1010621,İzmir,Daire,121,107,2,70,0,8,Doğalgaz (Kombi),1,1,True,True,False,182,True,1993693
1005482,Adana,Daire,230,191,1,49,5,8,Doğalgaz (Kombi),2,1,False,True,True,319,True,1155540
1012492,Bursa,Daire,91,80,2,37,8,18,Klima,1,1,True,False,False,0,True,578296
1001968,İstanbul,Daire,80,57,5,14,2,3,Soba,1,1,True,False,True,301,True,1531976
1012483,Adana,Daire,219,195,3,51,4,17,Merkezi,2,0,True,False,True,100,True,1264066
1012203,İstanbul,Daire,170,137,2,50,8,17,Isıtma Yok,1,1,True,False,False,178,True,4019223
1004697,Gaziantep,Daire,248,213,4,9,0,11,Doğalgaz (Kombi),2,1,True,False,False,154,True,1296009
1004987,Ankara,Daire,87,65,4,42,5,17,Doğalgaz (Kombi),1,1,True,False,False,0,True,767832
1004650,Ankara,Daire,90,80,2,58,16,17,Isıtma Yok,2,0,True,False,False,214,True,874456
1001159,Ankara,Villa,722,604,4,40,2,4,Isıtma Yok,2,0,False,False,False,86,True,17377957
1009405,Eskişehir,Daire,135,118,2,12,1,12,Merkezi,2,1,True,True,True,549,True,958026
1011597,İstanbul,Daire,98,85,4,32,1,4,Merkezi,2,1,False,False,True,235,True,1995988
1001325,İstanbul,Daire,91,77,2,20,9,13,Doğalgaz (Kombi),2,0,False,False,True,210,False,2307942
1010288,İstanbul,Ofis,26,21,1,34,1,7,Merkezi,1,1,True,False,False,44,True,498210
1013151,İstanbul,Daire,184,141,1,58,6,7,Doğalgaz (Kombi),2,2,False,False,False,112,True,3160885
1004796,İstanbul,Daire,202,143,2,29,15,17,Merkezi,3,1,True,True,False,67,True,4387843
1006796,Gaziantep,Daire,39,32,3,3,0,7,Klima,1,0,True,False,False,0,False,120529
1005808,İstanbul,Daire,222,198,3,41,12,15,Doğalgaz (Kombi),1,1,True,True,True,508,True,5402282
1014805,Samsun,Daire,246,226,4,28,2,5,Doğalgaz (Kombi),2,2,True,True,False,0,True,843624
1001455,Ankara,Daire,180,141,3,29,8,10,Doğalgaz (Kombi),1,0,True,True,True,121,True,1613780
1005410,İzmir,Daire,39,28,2,1,2,4,Soba,3,1,False,False,True,100,False,328643
1008333,İstanbul,Daire,196,138,2,80,1,7,Doğalgaz (Kombi),2,1,True,False,False,0,True,4099078
